Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
"Member of Technical Staff - Applied Science (New PhD), AGI Autonomy",2025-06-02,https://jobright.ai/jobs/info/67d51fd857b5113cfa2531df?utm_source=1100&utm_campaign=ml,On Site,"San Francisco, CA",Amazon,10000+,"Crowdsourcing,Delivery",$120K-$350K /yr,"1. PhD degree in Computer Science or a related field
2. Proficiency in Python, Java, C++, or related language
3. Experience with deep learning methods and tools, e.g., PyTorch, JAX",not sure,
"Applied Scientist I, Amazon Payments Team",2025-06-02,https://jobright.ai/jobs/info/6821377523baad9c0c0ab7f5?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",Amazon,10000+,"Crowdsourcing,Delivery",$129400-$212800 /yr,"1. Master's degree in computer science, mathematics, statistics, machine learning or equivalent quantitative field
2. Experience programming in Java, C++, Python or related language
3. Experience with SQL and an RDBMS (e.g., Oracle) or Data Warehouse
4. Experience building machine learning models or developing algorithms for business application",not sure,
"Research Scientist, AI & Machine Learning (PhD)",2025-06-02,https://jobright.ai/jobs/info/67e38e10142ba97f8a9b2e95?utm_source=1100&utm_campaign=ml,Remote,United States,Oracle,10000+,"Data Governance,Data Management",$79K-$178K /yr,"1. Completed a Ph.D. degree in Computer Science, relevant technical field, or equivalent practical experience (degree must be completed prior to joining) by Aug 2025.
2. Strong background in theory and practice machine learning, deep learning, and large language models
3. Excellent programming and debug skills in Python, plus hands on experience with common machine learning frameworks, such as PyTorch
4. Genuine commitment to doing impactful research
5. Outstanding research track record
...",no,
Machine Learning Engineer,2025-06-01,https://jobright.ai/jobs/info/68467acf2eb7d16956b41d1d?utm_source=1100&utm_campaign=ml,Remote,United States,Allstate,10000+,"Banking,Finance",$104000-$187625 /yr,"1. Bachelor's or Master's degree in Computer Science, Electrical Engineering, Physics, Mathematics, Statistics, or another quantitative major.
2. Experience applying machine learning algorithms and principles.
3. Ability to collaborate effectively with product managers, engineers, and business leaders.
4. 0-3 years of professional experience in machine learning and/or data science.
5. 1-4 year of experience in programming languages like Python, Java, or C++, including academic and internship experience.
...",no,yes
"Advisor - Applied Research, Frontier AI",2025-06-01,https://jobright.ai/jobs/info/683c3c532efdc4d02ca0685f?utm_source=1100&utm_campaign=ml,On Site,"San Diego, CA",BioSpace,51-100,"Biotechnology,Communities",$142K-$229K /yr,"1. PhD in Bioinformatics, Cheminformatics, Computer Science, or a related technical field
2. Hands-on experience with LLMs/Transformers, including their theoretical underpinnings and practical application in post-training (e.g., fine-tuning, RLHF, prompting, agent development)",not sure,
LLM Research Scientist Graduate (eCommerce Recommendation) - 2025 Start (MS),2025-06-01,https://jobright.ai/jobs/info/67bdf77dbfbe0710df5d99cf?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$114K-$177K /yr,"1. Obtain a Master degree with a background in Computer Science, related technical field or equivalent industry experience, with top artificial intelligence conference papers (NeurIPS, ICML, ICLR, CVPR, ACL, EMNLP, etc.) in machine learning (ML), computer vision (CV), natural language processing (NLP) and other fields.
2. Hands-on experience in one or more of the following areas: Large Language Models (LLM), Machine Learning, Deep Learning, Recommender Systems, Data Mining, or Natural Language Processing.
3. Excellent programming skills, data structure and algorithm skills, proficient in C/C++ or Python programming language.
4. Familiar with architecture and implementation of at least one mainstream machine learning programming framework (TensorFlow/PyTorch/MXNet).",not sure,yes
Applied AI Engineer,2025-06-01,https://jobright.ai/jobs/info/672330b76fcc30ef63892621?utm_source=1100&utm_campaign=ml,On Site,San Francisco Bay Area,Gradient,11-50,,$180K-$280K /yr,"1. A degree in a deeply technical field (e.g. computer science, AI/ML, computational science) with a proven track record of applied AI research (e.g. significant journal or conference publication, lead on AI feature development, popular open source project)
2. 1+ years of software engineering experience in a production environment
3. Experience with Python, PyTorch, LLM prompting
4. Fluency with one or more of the following: LMMs, multimodal LLMs, prompt engineering, RL, reasoning and search with AI, and related algorithms
5. Are excited about working at an early stage startup and building products from 0 to 1, and have experience doing so
...",not sure,
"Photonic Engineer, Machine Learning Systems, Platforms, PhD, University Graduate",2025-05-31,https://jobright.ai/jobs/info/683fe81d8b666b88b2119023?utm_source=1100&utm_campaign=ml,On Site,"Sunnyvale, CA",Google,10000+,"Apps,Artificial Intelligence (AI)",$126000-$181000 /yr,"1. PhD degree in Electrical Engineering, Computer Engineering, Physics, a related field, or equivalent practical experience.
2. Academic, research, or internship experience in digital coherent optical transmission systems and fiber optical components and packaging techniques.
3. Experience with high-speed optical transceiver designs and manufacturing, high speed electronics, and signal integrity in an industry, internship, or graduate lab setting.",not sure,
"PhD Software Engineer, PhD, Early Career, Systems and Infrastructure, 2025 Start, Machine Learning Systems Cloud AI",2025-05-31,https://jobright.ai/jobs/info/683fe81d8b666b88b2119029?utm_source=1100&utm_campaign=ml,On Site,"Sunnyvale, CA",Google,10000+,"Apps,Artificial Intelligence (AI)",$141000-$202000 /yr,"1. PhD degree in Computer Science, or a related technical field, or equivalent practical experience.
2. Experience coding in one of the following programming languages including but not limited to: C, C++, Java, JavaScript, Python, or Golang.
3. Experience in one or more of the following: architecting or developing distributed systems, concurrency, multi-threading, or synchronization.",not sure,
"Software Engineer, PhD, Early Career, Campus, Machine Learning, Systems and Cloud AI, 2025 start",2025-05-31,https://jobright.ai/jobs/info/683e8da31acfb8d482de0b74?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Seattle, WA
Sunnyvale, CA",Google,10000+,"Apps,Artificial Intelligence (AI)",$141000-$202000 /yr,"1. PhD degree in Computer Science, or a related technical field, or equivalent practical experience.
2. Experience coding in one of the following programming languages including but not limited to: C, C++, Java, JavaScript, Python, or Golang.",not sure,
Video & Audio Annotation and AI Prompt Evaluation - English,2025-05-31,https://jobright.ai/jobs/info/683be0458da4b7f90d213fee?utm_source=1100&utm_campaign=ml,Remote,"San Antonio, TX",RWS Group,501-1000,"Intellectual Property,Property Management",$13-$15 /hr,"1. Detail-oriented with the ability to understand and follow instructions
2. Ability to meet deadlines
3. Responsible, reliable and communicative
4. Fluent in English",not sure,
"Software Engineer, PhD, Early Career Campus, Machine Learning, Systems and Cloud AI, GPU Performance, 2025 Start",2025-05-31,https://jobright.ai/jobs/info/683fc76f2045352f117b3e56?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Kirkland, WA
Sunnyvale, CA",Google,10000+,"Apps,Artificial Intelligence (AI)",$141000-$202000 /yr,"1. PhD degree in Computer Science, or a related technical field, or equivalent practical experience.
2. Experience coding in one of the following programming languages including but not limited to: C, C++, Java or Python.",not sure,
AI/LLM Software Engineer,2025-05-31,https://jobright.ai/jobs/info/683b679fd16fc708c3bf0766?utm_source=1100&utm_campaign=ml,On Site,"New York, NY",Dutech Systems,51-100,"Consulting,Information Technology",$140K-$155K /yr,"1. 1 - 6 years of experience as a software engineer working on complex LLM and AI products
2. Experience building and deploying LLM and AI products
3. Degree from a top university (UCL, Stanford, Berkeley, etc.)
4. AI and ML education
5. Strong in Python and overall high standard for code quality
...",not sure,
"AI Research Scientist, Fundamental - (FAIR) Embodied AI / Robotics",2025-05-31,https://jobright.ai/jobs/info/68038b7a53fcd622eb99bcf8?utm_source=1100&utm_campaign=ml,On Site,"Menlo Park, CA",Meta,10000+,Internet,$147K-$208K /yr,"1. Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.
2. PhD degree in the field of Artificial Intelligence, Robotics, a related field, or equivalent practical experience. Degree must be completed prior to joining Meta.
3. 1+ years of industry or PostDoctoral experience in relevant robotics related research areas, such as: action-conditioned world models, task and motion planning, robotic control, manipulation, navigation, or generally embodied AI.
4. Experience in deep learning frameworks (such as pytorch, tensorflow), C, C++, Python.
5. Experience in robotics frameworks like ROS, along with experience working with robot simulations and hardware.",not sure,
Machine Learning Engineer Graduate Data-Search - TikTok.US - San Jose) - 2025 Start (BS/MS),2025-05-31,https://jobright.ai/jobs/info/680a1a84b0065b2c94051820?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$106K-$168K /yr,"1. Current or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Proficient coding skills and strong algorithm & data structure basis.
4. Effective communication and teamwork skills.
5. Experience in one or more of the following areas: NLP, Ranking, Ads, search engine, recommender system, distributed system, and machine learning.",no,yes
Machine Learning Engineer Graduate (eCommerce Recommendation) - 2025 Start (BS/MA),2025-05-30,https://jobright.ai/jobs/info/6843bded70b599af88a33fb3?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$107K-$140K /yr,"1. Current or recent graduates with a background in Computer Science, related technical field or equivalent industry experience
2. Experience in applied machine learning, familiar with one or more of the algorithms such as Collaborative Filtering, Matrix Factorization, Factorization Machines, Word2vec, Logistic Regression, Gradient Boosting Trees, Deep Neural Networks, Wide and Deep etc.
3. Experience in Deep Learning Tools such as tensorflow/pytorch
4. Experience with at least one programming language like C++/Python or equivalent
5. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment",no,yes
Software Engineer I - Enterprise AI,2025-05-30,https://jobright.ai/jobs/info/683a59df24e755dbaca00aed?utm_source=1100&utm_campaign=ml,Hybrid,"Hartford, CT",Travelers,10000+,"Auto Insurance,Insurance",$96K-$159K /yr,"1. Strong proficiency in Python programming.
2. Familiarity with SQL.
3. Understanding of Kubernetes concepts is valued.
4. Bachelor’s degree or its equivalent in work experience.
5. One year of programming/development experience.
...",not sure,
ML Trim Inspector - Grave B,2025-05-30,https://jobright.ai/jobs/info/683a041ceca18f548b0e8939?utm_source=1100&utm_campaign=ml,On Site,"Richland, WA",Lamb Weston,5001-10000,Hospitality,$20.10-$20.10 /hr,"1. Be Sanitation qualified is required
2. Demonstrate exceptional communication skills with all plant personnel
3. Read, understand, and obey all plant rules, GMP’s and practice safety as outlined in the employee handbook
4. Be knowledgeable of the potential hazards and safety procedures associated with the task being performed.
5. Observes safety and security procedures; reports potentially unsafe conditions; uses equipment and materials properly.
...",not sure,
"Postdoctoral Fellow, AI Driven Precision Oncology",2025-05-30,https://jobright.ai/jobs/info/6839fe9a5ae2eb9b7f7d0cbe?utm_source=1100&utm_campaign=ml,On Site,"Austin, TX",The University of Texas at Austin,501-1000,"Corporate Training,Education",$62232 /yr,"1. PhD in computational biology, bioinformatics, computer science, information science, biomedical engineering, or a related field.
2. PhD must have been received within the last three years.
3. 1 year of experience with machine learning, natural language processing, AI tools and frameworks, data integration, and/or explainable AI.
4. Proficiency in Python and R for use in data science and modeling.
5. Excellent writing and communication skills; demonstrated publication record.",no,
ML DevOps Engineers for Data Infrastructure and Application Deployment,2025-05-30,https://jobright.ai/jobs/info/6839bdb6674e011216150136?utm_source=1100&utm_campaign=ml,Hybrid,"New York, NY",D. E. Shaw Research,101-250,"Big Data,Biotechnology",$250K-$800K /yr,"1. Strong practical knowledge of Linux systems
2. Experience working with GPU clusters
3. Fluent knowledge of Linux/UNIX tools
4. Experience with ML/AI frameworks such as PyTorch, MLflow, vLLM, SGLang, and related libraries
5. Familiarity with data management
...",not sure,
AI Biosecurity Evaluations Associate,2025-05-30,https://jobright.ai/jobs/info/681debd11ddab1a00359e1b5?utm_source=1100&utm_campaign=ml,Hybrid,"Washington, DC",RAND,1001-5000,"Education,Government",$47100-$156500 /yr,"1. Excellent analytic skills
2. Ability to communicate clearly and effectively in English, both orally and in writing
3. Ability to work effectively as a member of a multi-disciplinary team
4. Strong commitment to RAND's core values of quality and objectivity
5. Domain expertise in one or more relevant domains (e.g., virology, molecular biology, computational biology, biosecurity, cybersecurity, artificial intelligence, national security), or an ability to rapidly develop that
...",no,
"Software Engineer, AI Platform - New Grad",2025-05-30,https://jobright.ai/jobs/info/67f19993d3fe73ef75717866?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Mountain View, CA
Mountain View, California (HQ)",Nuro,501-1000,"Artificial Intelligence (AI),Autonomous Vehicles",$145000-$170000 /yr,"1. You are a current Bachelor’s Degree or Master’s Degree candidate in Computer Science, Electrical Engineering, Robotics, or related field, graduating before July 2025.
2. You have experience in one or more of the following areas: large-scale distributed systems; data storage and processing systems; advanced algorithms using C++ and Python; machine learning, multithreading; x86 architecture; and software performance tuning and optimization, robotics software frameworks, different compute modalities (CPU, GPU, FPGA) etc.
3. You have strong problem-solving and programming skills.",not sure,yes
AI Engineer,2025-05-29,https://jobright.ai/jobs/info/68391733e3bca59dacc15f6d?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
New York, NY
Brooklyn, NY",Paces,11-50,"Battery,Data Center",$150K-$200K /yr,"1. 1 yr+ hands on experience developing AI applications with LLMs and systems such as retrieval-based methods, fine-tuning, or agent-based architectures
2. 1 yr+ experience with AI frameworks like Langchain, Llama Index, OpenAI, or similar tools.
3. Proficient with Python, SQL.
4. Ability to prototype, experiment, and iterate quickly to improve AI agents.",not sure,
"Advisor - Applied Research, Frontier AI",2025-05-29,https://jobright.ai/jobs/info/683910947084e366bac0ab70?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Indianapolis, IN
Louisville, CO
San Diego, CA",Eli Lilly and Company,10000+,"Biotechnology,Health Care",$142K-$229K /yr,"1. PhD in Bioinformatics, Cheminformatics, Computer Science, or a related technical field
2. Hands-on experience with LLMs/Transformers, including their theoretical underpinnings and practical application in post-training (e.g., fine-tuning, RLHF, prompting, agent development)",not sure,
"Software Engineer, Autonomy-New Grad",2025-05-29,https://jobright.ai/jobs/info/6838fa660c4c3e58a2577879?utm_source=1100&utm_campaign=ml,On Site,"Mountain View, CA",Nuro,501-1000,"Artificial Intelligence (AI),Autonomous Vehicles",$125K-$188K /yr,"1. You are a recent graduate or graduating soon (BS, MS or PhD) with focus on one or more of the areas listed above
2. You are a skilled algorithm designer with strong problem solving
3. You are a talented software developer ideally with experience in C++/Python
4. You have experience working with machine learning or autonomous systems
5. You have a knack and real passion for searching and solving hard problems
...",not sure,yes
"Software Engineer, Autonomy-New Grad",2025-05-29,https://jobright.ai/jobs/info/6838f87b33bc9011ec0eb1ed?utm_source=1100&utm_campaign=ml,On Site,"Mountain View, California (HQ)",Nuro,501-1000,"Artificial Intelligence (AI),Autonomous Vehicles",$125400-$188100 /yr,"1. You are a recent graduate or graduating soon (BS, MS or PhD) with focus on one or more of the areas listed above
2. You are a skilled algorithm designer with strong problem solving
3. You are a talented software developer ideally with experience in C++/Python
4. You have experience working with machine learning or autonomous systems
5. You have a knack and real passion for searching and solving hard problems
...",not sure,yes
"Advisor - Applied Research, Frontier AI",2025-05-29,https://jobright.ai/jobs/info/6838c5dd7b3cf31ee5efae24?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
US: Loxo Louisville CO
US: San Diego CA Lilly Biotechnology Center
US, Indianapolis IN",Eli Lilly and Company,10000+,"Biotechnology,Health Care",$142500-$228800 /yr,"1. PhD in Bioinformatics, Cheminformatics, Computer Science, or a related technical field
2. Hands-on experience with LLMs/Transformers, including their theoretical underpinnings and practical application in post-training (e.g., fine-tuning, RLHF, prompting, agent development)",not sure,
"Engineering Manager, Inference",2025-05-29,https://jobright.ai/jobs/info/6838bd69f24ef6cf01066849?utm_source=1100&utm_campaign=ml,Hybrid,"Seattle, WA",Anthropic,501-1000,"Artificial Intelligence (AI),Generative AI",$425K-$560K /yr,"1. 1+ years of management experience in a technical environment, particularly performance or distributed systems
2. A background in machine learning, AI, or a similar related technical field
3. Deeply interested in the potential transformative effects of advanced AI systems and committed to ensuring their safe development
4. Excel at building strong relationships with stakeholders at all levels
5. A quick learner, capable of understanding and contributing to discussions on complex technical topics
...",not sure,
"Engineering Manager, ML Performance and Scaling",2025-05-29,https://jobright.ai/jobs/info/6838bd69f24ef6cf01066821?utm_source=1100&utm_campaign=ml,Hybrid,"Seattle, WA",Anthropic,501-1000,"Artificial Intelligence (AI),Generative AI",$425K-$560K /yr,"1. 1+ years of management experience in a technical environment, particularly performance or distributed systems
2. A background in machine learning, AI, or a similar related technical field
3. Deeply interested in the potential transformative effects of advanced AI systems and committed to ensuring their safe development
4. Excel at building strong relationships with stakeholders at all levels
5. A quick learner, capable of understanding and contributing to discussions on complex technical topics
...",not sure,
AI Engineer,2025-05-29,https://jobright.ai/jobs/info/6838b2ccca59e619ac810bb8?utm_source=1100&utm_campaign=ml,On Site,"Brooklyn, NY",Paces,11-50,"Battery,Data Center",$150000-$200000 /yr,"1. 1 yr+ hands on experience developing AI applications with LLMs and systems such as retrieval-based methods, fine-tuning, or agent-based architectures
2. 1 yr+ experience with AI frameworks like Langchain, Llama Index, OpenAI, or similar tools.
3. Proficient with Python, SQL.
4. Ability to prototype, experiment, and iterate quickly to improve AI agents.",not sure,
Machine Learning Engineer Graduate (E-Commerce Supply Chain & Logistics - CV/Multimodal)- 2025 Start (MS),2025-05-29,https://jobright.ai/jobs/info/67c47d359b9e721012476c94?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$168K /yr,"1. Master's degree or above in Computer Science, Engineering, Computer Vision, or related fields.
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline
3. Understanding of TensorFlow/PyTorch or similar training frameworks. Familiarity with mixed precision training, distributed training, and TensorRT deployment.",not sure,yes
"Engineering Manager, ML Acceleration",2025-05-29,https://jobright.ai/jobs/info/6838a631fd63d5b213932086?utm_source=1100&utm_campaign=ml,Hybrid,"Seattle, WA",Anthropic,501-1000,"Artificial Intelligence (AI),Generative AI",$425K-$560K /yr,"1. 1+ years of management experience in a technical environment, particularly performance or distributed systems
2. A background in machine learning, AI, or a similar related technical field
3. Deeply interested in the potential transformative effects of advanced AI systems and committed to ensuring their safe development
4. Excel at building strong relationships with stakeholders at all levels
5. A quick learner, capable of understanding and contributing to discussions on complex technical topics
...",not sure,
"ML Acceleration / Framework Engineer - Distributed Training & Inference, AWS Neuron, Annapurna Labs, Annapurna Labs",2025-05-29,https://jobright.ai/jobs/info/67fefc0ff371ad217db52f28?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Seattle, WA
Cupertino, CA",Amazon Web Services (AWS),10000+,"Computer,Consulting",$99500-$200000 /yr,"1. To qualify, applicants should have earned (or will earn) a Bachelors or Masters degree between December 2022 and September 2025.
2. Working knowledge of C++ and Python
3. Experience with ML frameworks, particularly PyTorch, Jax, and/or vLLM
4. Understanding of parallel computing concepts and CUDA programming",not sure,
"[PHD] SDE - Systems, Runtime, and ML Infrastructure (AWS Custom Silicon), Annapurna Labs",2025-05-29,https://jobright.ai/jobs/info/67fefc0ff371ad217db52f27?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Seattle, WA
Cupertino, CA
Austin, TX",Amazon Web Services (AWS),10000+,"Computer,Consulting",$129300-$223600 /yr,"1. To qualify, applicants should have earned (or expect to earn) a PhD degree between December 2022 to September 2025
2. Research in systems, computer architecture, networking, or related areas, demonstrated through publications, internships, or projects
3. Skilled in C/C++ and Python, with expertise in implementing complex algorithms and data structures
4. Understanding of computer architecture, operating systems, and low-level system optimizations, preferably with hands-on experience in Linux environments",not sure,
"[PhD] ML Compiler Engineer - Annapurna Labs, Annapurna Labs",2025-05-29,https://jobright.ai/jobs/info/67ff1da40877d60eff1bd748?utm_source=1100&utm_campaign=ml,On Site,"Multi Location
Seattle, WA
Cupertino, CA",Amazon,10000+,"Crowdsourcing,Delivery",$129300-$223600 /yr,"1. To qualify, applicants should have earned (or will earn) a PhD between December 2023 and September 2025.
2. Proficiency in C++ and Python programming, applied to compiler or verification projects
3. Experience developing compiler optimizations or ML framework internals through research projects
4. Understanding of systems design and distributed architecture principles
5. Candidates must be currently located or willing to relocate to Cupertino (preferred), Seattle, or Toronto.",not sure,
LLM Research Scientist Graduate (eCommerce Recommendation) - 2025 Start (PhD),2025-05-29,https://jobright.ai/jobs/info/680ccf6a6c73a42bbb7b9d7c?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. Obtain a PhD degree with a background in Computer Science, related technical field or equivalent industry experience, with top artificial intelligence conference papers (NeurIPS, ICML, ICLR, CVPR, ACL, EMNLP, etc.) in machine learning (ML), computer vision (CV), natural language processing (NLP) and other fields.
2. Hands-on experience in one or more of the following areas: Large Language Models (LLM), Machine Learning, Deep Learning, Recommender Systems, Data Mining, or Natural Language Processing.
3. Excellent programming skills, data structure and algorithm skills, proficient in C/C++ or Python programming language.
4. Familiar with architecture and implementation of at least one mainstream machine learning programming framework (TensorFlow/PyTorch/MXNet).",not sure,yes
Machine Learning Engineer Graduate (Content Ecology) - 2025 Start (PhD),2025-05-29,https://jobright.ai/jobs/info/678498b44bb01b0956134528?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$250K /yr,"1. BS/MS Degree in Computer Science or a related major
2. Experienced in programming and algorithmic skills, proficient in languages such as Python, or C++.
3. Deep understanding of one of the following areas: NLP (Natural Language Processing), CV (Computer Vision), LLM (Large Language Models)/MLLM (Multimodal Language Models), or Search.
4. Experienced in one or more of the following topics: TensorFlow, PyTorch, or other machine learning frameworks.
5. Good team communication and collaboration skills.",not sure,yes
ML Engineer Graduate (Data-Search-TikTok.US - Seattle) - 2025 Start (PhD),2025-05-29,https://jobright.ai/jobs/info/6778532731b40106baeb5473?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
3. Proficient coding skills and strong algorithm & data structure basis.
4. Effective communication and teamwork skills.
5. Experience in one or more of the following areas: NLP, Ranking, Ads, search engine, recommender system, distributed system, and machine learning.",no,yes
Research Scientist Graduate (CV/NLP/Multimodal LLM - Trust and Safety) - 2025 Start (PhD),2025-05-29,https://jobright.ai/jobs/info/6826c075d4b3f0b80946e156?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$138K-$238K /yr,"1. PhD degree in computer science or a related technical discipline
2. Related Research Experience at least one of the following areas: computer vision, multimodality, LLM
3. Be proficient with at least one deep learning framework (e.g. PyTorch, TensorFlow)
4. Have excellent analytical and problem-solving skills, logical thinking skills, communication and collaboration skills",not sure,yes
Software Engineer Graduate (Ads ML Infrastructure) - 2025 Start (BS/MS),2025-05-28,https://jobright.ai/jobs/info/684a715959c11ab4995d8f8b?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$119K-$177K /yr,"1. Bachelor's degree in computer science or related technical disciplines.
2. Strong Computer Science fundamentals (algorithms, data structures, software design) and problem-solving skills.
3. Solid coding skills and a good understanding of algorithms, especially causal inference, uplift model, and deep learning.
4. Experience in managing projects.",not sure,yes
Research Scientist Graduate (TikTok Recommendation-Multimodal and Generative AI) - 2025 Start (PhD),2025-05-28,https://jobright.ai/jobs/info/684a62079e00610331174ba8?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$145K-$355K /yr,"1. PhD in Computer Science, Machine Learning, Artificial Intelligence, Statistics, or a related field.
2. Experience in one of more areas of computer vision, natural language processing and machine learning
3. Solid knowledge and experience with at least one major deep learning framework (e.g. PyTorch, Tensorflow, MXNet, Caffe/Caffe2).
4. Familiar with deep neural network architectures such as transformer/SSM/CNN/RNN/LSTM etc.
5. Strong analytical and problem solving skills.
...",not sure,yes
Machine Learning Engineer Graduate (E-Commerce Knowledge Graph - CV/Multimodal/NLP) - 2025 Start (BS/MS),2025-05-28,https://jobright.ai/jobs/info/684a5ada90916af1d0d70504?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$107K-$140K /yr,"1. A Bachelor’s, Master’s, or PhD degree in Computer Science or a related technical field. Recent graduates are highly encouraged to apply!
2. Final year or recent graduate with a background in Software Development, Computer Science, Computer Engineering, or a related technical discipline;
3. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment.
4. Passion or exposure to areas like machine learning, NLP (Natural Language Processing), multimodal systems, and computer vision.
5. Familiarity with or coursework related to programming languages like C++, Python, Go, or Java.
...",no,yes
Machine Learning Engineer Graduate (CV/NLP/Multimodal LLM - TikTok Trust and Safety) - 2025 Start (BS/MS),2025-05-28,https://jobright.ai/jobs/info/684a5791e9dbf48f4669bcb6?utm_source=1100&utm_campaign=ml,On Site,"Seattle, WA",TikTok,10000+,"Content Creators,Content Discovery",$116K-$168K /yr,"1. Master or Bachelor degree in Computer Science, Electrical Engineering, Operation Research, Applied Mathematics or similar quantitative fields.
2. Hands-on or academic experience in one or more of the following areas: Machine learning, Large Language Models, Recommendation Systems, and related areas.
3. Strong coding skills.
4. Curiosity towards new technologies and entrepreneurship, good communication and teamwork skills.",not sure,yes
Machine Learning Engineer Graduate (Large Language Models & Generative AI-US) - 2025 Start (BS/MS),2025-05-28,https://jobright.ai/jobs/info/684a4d71bc3e78d50167301c?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$116K-$177K /yr,"1. Currently pursuing a BS/MS in Software Development, Computer Science, Computer Engineering, or a related technical discipline
2. Proficient in C/C++/Python/Golang, and have exceptional programming skills (expert with algorithms and data structures)
3. Familiarity with deep learning frameworks like TensorFlow/PyTorch
4. Exceptional problem-solving skills with the ability to think critically and creatively
5. Knowledge, passion, curiosity, and exposure to areas in Machine Learning / Artificial intelligence
...",not sure,yes
Software Engineer Graduate (AIGC Platform - Monetization GenAI) - 2025 Start (MS),2025-05-28,https://jobright.ai/jobs/info/684a4d71bc3e78d501673193?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$112K-$250K /yr,"1. M.S. in Computer Science, Computer Engineering, or a related field.
2. Proficiency in Python and familiarity with deep learning frameworks like PyTorch.
3. Strong skills in Linux, Docker, Kubernetes, and high-performance computing principles, including Infrastructure as Code (IaC).
4. Demonstrated expertise in scaling and optimizing generative AI engineering tasks in GPU-intensive environments.
5. Expertise in scaling generative AI models using sequence parallel, model parallel, and pipeline parallel techniques on multiple GPUs.
...",not sure,yes
Machine Learning Engineer Graduate (Ads Measurement Signal and Privacy Technology) - 2025 Start (BS/MS),2025-05-28,https://jobright.ai/jobs/info/6826b5b3294475eb313b19c0?utm_source=1100&utm_campaign=ml,On Site,"San Jose, CA",TikTok,10000+,"Content Creators,Content Discovery",$114K-$355K /yr,"1. PhD degree in Computer Science, Computer Engineering, or other relevant majors.
2. Solid programming skills, including but not limited to: Go, C/C++, Python. Familiar with basic data structure and algorithms.
3. Good analytical thinking capability. Have essential knowledge and skills in statistics.
4. Good theoretical grounding in the machine and deep learning concepts and techniques (CNN/RNN/LSTM, etc.).
5. Familiar with the architecture and implementation of at least one mainstream machine learning programming framework (TensorFlow/PyTorch/MXNet), familiar with its architecture and implementation mechanism.
...",not sure,yes
